article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638253112.A.F06,[爆卦] 塔綠班歡慶高嘉瑜遭家暴！,vancepeng,111.71.212.113,→,真的不要那麼不要臉欸 群組要護航也不,111.71.212.113 11/30 20:36,Not Anonymous,16.0
M.1638253112.A.F06,[爆卦] 塔綠班歡慶高嘉瑜遭家暴！,vancepeng,111.71.212.113,→,是這樣護的,111.71.212.113 11/30 20:36,Not Anonymous,16.0
M.1638254231.A.0EC,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,lug0391,1.171.237.163,推,有道理 有道理,1.171.237.163 11/30 14:47,Not Anonymous,16.0
M.1638254515.A.CD8,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,lug0391,1.171.237.163,推,很有道理,1.171.237.163 11/30 14:50,Not Anonymous,16.0
M.1638254515.A.CD8,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,lug0391,1.171.237.163,→,不過原文多少有一些真相 真真假假才易信,1.171.237.163 11/30 14:52,Not Anonymous,16.0
M.1638256865.A.3BE,Fw: [公告] 高嘉瑜事件 請各位冷靜看待,TZUYIC,42.77.237.43,推,想蓋過論文門的新聞，民進黨一貫的手法。,42.77.237.43 11/30 15:15,Not Anonymous,16.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,TZUYIC,42.77.237.43,噓,超商店員被刺死，你四十八小時後才關心！,42.77.237.43 11/30 16:34,Not Anonymous,16.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,TZUYIC,42.77.237.43,→,拿刀殺人的暴力行為我們蔡皇反而更不關心,42.77.237.43 11/30 16:35,Not Anonymous,16.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,TZUYIC,42.77.237.43,噓,為了洗掉1.5假博士新聞而創造出來的新聞,42.77.237.43 11/30 16:37,Not Anonymous,16.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,TZUYIC,42.77.237.43,→,這種事情塔綠班常常做，這種套路習慣就好,42.77.237.43 11/30 16:37,Not Anonymous,16.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,TZUYIC,42.77.237.43,→,就是養案，等待適當時機放出來稀釋更大的,42.77.237.43 11/30 16:38,Not Anonymous,16.0
M.1638260860.A.F52,[新聞] 高嘉瑜遭男友家暴 蔡總統聲援：嚴厲譴責,TZUYIC,42.77.237.43,→,新聞。,42.77.237.43 11/30 16:38,Not Anonymous,16.0
M.1638262424.A.BE0,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,bokonon,111.71.214.170,推,7000+,111.71.214.170 11/30 17:14,Possible Proxy,16.0
M.1638262424.A.BE0,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,depo,111.71.96.39,推,學長,111.71.96.39 11/30 17:24,Not Anonymous,16.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,vancepeng,111.71.212.113,推,7777藍綠齊攻,111.71.212.113 11/30 17:41,Not Anonymous,16.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,funkD,111.71.215.124,→,車輪黨一如往常的舉槍自盡 這些骨灰智障再,111.71.215.124 11/30 17:42,Not Anonymous,16.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,funkD,111.71.215.124,→,不淘汰掉還是解散吧,111.71.215.124 11/30 17:42,Not Anonymous,16.0
M.1638266890.A.C03,[新聞] 高嘉瑜遭男友施暴　國民黨中央委員竟留,wwpuma,11/30,推,舔共黨的核心價值之一就是仇女,11/30 19:49,no ip,16.0
M.1638267276.A.53A,[新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,funkD,111.71.215.124,推,優質綠男,111.71.215.124 11/30 18:17,Not Anonymous,16.0
M.1638267276.A.53A,[新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,vancepeng,111.71.212.113,推,政黑男神欸 抗中保台用拳頭啊,111.71.212.113 11/30 19:08,Not Anonymous,16.0
M.1638268518.A.A13,Re: [新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,zzzprince,114.43.116.207,推,笑死==,114.43.116.207 12/01 10:11,Not Anonymous,16.0
M.1638268634.A.4CB,[新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,vancepeng,111.71.212.113,→,民進黨都這樣啊 笑死,111.71.212.113 11/30 19:09,Not Anonymous,16.0
M.1638268634.A.4CB,[新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,vancepeng,111.71.212.113,→,挺綠雙標跟政黑那一堆基進仔一樣,111.71.212.113 11/30 19:09,Not Anonymous,16.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,bokonon,111.71.214.170,推,明天來真理部上班,111.71.214.170 11/30 19:42,Possible Proxy,16.0
M.1638279863.A.8A3,[新聞] 被指大鬧高嘉瑜現任男友亡母靈堂 前男友,haha98,111.71.212.66,→,九張也很奇怪,111.71.212.66 11/30 21:47,Not Anonymous,16.0
M.1638281611.A.5A4,[新聞] 高嘉瑜前男友駁鬧靈堂　發聲明：窮盡所,funkD,111.71.215.124,推,塔綠斑垃圾網軍滾出ptt,111.71.215.124 11/30 22:45,Not Anonymous,16.0
M.1638283548.A.69A,[新聞] 被指大鬧高嘉瑜現任男友亡母靈堂 前男友,haha98,11/30,→,9張這個數量很奇怪,11/30 23:44,no ip,16.0
M.1638283548.A.69A,[新聞] 被指大鬧高嘉瑜現任男友亡母靈堂 前男友,haha98,11/30,→,是算好要發給哪九個人嗎,11/30 23:44,no ip,16.0
M.1638286187.A.9EE,Re: [新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,llgod,111.71.215.241,推,嬯救世劍,111.71.215.241 11/30 23:53,Not Anonymous,16.0
M.1638288576.A.BEA,Re: [新聞] 高嘉瑜前男友駁鬧靈堂　發聲明：窮盡所,llgod,111.71.215.241,→,母豬菜被打影片外流再說,111.71.215.241 12/01 00:23,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,所以兩個都扁過高嘉瑜喔? 真假阿,111.71.212.1 12/01 00:23,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,台南真的很誇張= = 為了四十歲的女孩兒,111.71.212.1 12/01 00:24,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,爭風吃醋 一邊扁她一邊為他吃醋= =,111.71.212.1 12/01 00:25,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,這件事除非阿館 九妹或是胖子77出來主持公,111.71.212.1 12/01 00:25,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,道 要不然都不知道要相信誰,111.71.212.1 12/01 00:26,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,靠 刪文了,111.71.212.1 12/01 00:32,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,不太可能流出影片吧 看看小玉被搞多慘,111.71.212.1 12/01 00:37,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,連合成的都馬上被一堆警察衝去抓起來了,111.71.212.1 12/01 00:38,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,更別說是立委的 不可能流出來拉,111.71.212.1 12/01 00:39,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,明天記者會幾點啊 說不定晚上先休息而已,111.71.212.1 12/01 00:40,Not Anonymous,16.0
M.1638289392.A.55C,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,早上再來發文,111.71.212.1 12/01 00:40,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,我快笑死,111.71.212.1 12/01 00:16,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,所以前男友來靈堂發傳單 被高嘉瑜本人報警,111.71.212.1 12/01 00:17,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,是這樣ㄇ,111.71.212.1 12/01 00:18,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,所以兩個都扁過高嘉瑜喔? 真假阿,111.71.212.1 12/01 00:19,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,llgod,111.71.215.241,→,老女人家務事關人民屁事，有什麼貢獻？,111.71.215.241 12/01 00:20,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,為了40歲的女孩兒在爭風吃醋= =,111.71.212.1 12/01 00:21,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,好耶 好耶 網內互打,111.71.212.1 12/01 00:23,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,阿館 九妹或是胖子77出來主持公道吧,111.71.212.1 12/01 00:26,Not Anonymous,16.0
M.1638290877.A.DDB,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,明天記者會幾點啊,111.71.212.1 12/01 00:48,Not Anonymous,16.0
M.1638291196.A.241,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,建議上阿館節目暢談被扁的心路歷程,111.71.212.1 12/01 00:54,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,我快笑死,111.71.212.1 12/01 00:16,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,所以前男友來靈堂發傳單 被高嘉瑜本人報警,111.71.212.1 12/01 00:17,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,是這樣ㄇ,111.71.212.1 12/01 00:18,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,所以兩個都扁過高嘉瑜喔? 真假阿,111.71.212.1 12/01 00:19,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,llgod,111.71.215.241,→,老女人家務事關人民屁事，有什麼貢獻？,111.71.215.241 12/01 00:20,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,為了40歲的女孩兒在爭風吃醋= =,111.71.212.1 12/01 00:21,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,推,好耶 好耶 網內互打,111.71.212.1 12/01 00:23,Not Anonymous,16.0
M.1638291580.A.FD5,Fw: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,haha98,111.71.212.1,→,阿館 九妹或是胖子77出來主持公道吧,111.71.212.1 12/01 00:26,Not Anonymous,16.0
M.1638291868.A.42B,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,bokonon,111.71.214.170,推,幫高調,111.71.214.170 12/01 07:05,Possible Proxy,16.0
M.1638314104.A.853,[新聞] 打到高嘉瑜全身傷　「男友老家整晚亮燈,depo,111.71.96.39,推,是有多大的深仇大恨阿，下手這麼重,111.71.96.39 12/01 07:26,Not Anonymous,16.0
M.1638314104.A.853,[新聞] 打到高嘉瑜全身傷　「男友老家整晚亮燈,believefate,111.71.214.66,推,哇 打成這樣喔.............,111.71.214.66 12/01 07:29,Not Anonymous,16.0
M.1638315364.A.C1D,Re: [新聞] 打到高嘉瑜全身傷　「男友老家整晚亮燈,bokonon,111.71.214.170,推,馬的 婦女部呢？,111.71.214.170 12/01 08:17,Possible Proxy,16.0
M.1638320295.A.B46,Re: [新聞] 打到高嘉瑜全身傷　「男友老家整晚亮燈,ch333,114.137.88.86,推,現在嘗試洗八卦支持男方嗎XD,114.137.88.86 12/01 09:00,Not Anonymous,16.0
M.1638320580.A.E53,[新聞] 高嘉瑜被家暴！徐巧芯揭「林秉樞是塔綠班,ch333,114.137.88.86,推,有台灣價值 婦女部會出來嗎？,114.137.88.86 12/01 09:07,Not Anonymous,16.0
M.1638320580.A.E53,[新聞] 高嘉瑜被家暴！徐巧芯揭「林秉樞是塔綠班,agong,111.71.214.66,噓,50:29,111.71.214.66 12/01 09:15,Not Anonymous,16.0
M.1638320580.A.E53,[新聞] 高嘉瑜被家暴！徐巧芯揭「林秉樞是塔綠班,agong,111.71.214.66,噓,拿鄉民用字上政論的 拿iPhone就轉口供 真臭,111.71.214.66 12/01 09:34,Not Anonymous,16.0
M.1638320995.A.510,Re: [新聞] 高嘉瑜前男友駁鬧靈堂　發聲明：窮盡所,ch333,114.137.88.86,推,通常不會一人網軍阿...,114.137.88.86 12/01 09:11,Not Anonymous,16.0
M.1638325179.A.00F,[新聞] 高嘉瑜遭林秉樞家暴　高大成看傷勢：全程,llgod,111.71.215.241,推,http://i.imgur.com/jTG9adn.jpg,111.71.215.241 12/01 10:37,Not Anonymous,16.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,depo,111.71.96.39,推,大難一來就是這樣，中國打來跑的比誰還快,111.71.96.39 12/01 10:50,Not Anonymous,16.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,vancepeng,111.71.212.152,推,呂秋遠是政治人物嗎？不是,111.71.212.152 12/01 12:59,Possible Proxy,16.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,vancepeng,111.71.212.152,→,啊你一般人不熟會去別人告別式？ 不會,111.71.212.152 12/01 13:00,Possible Proxy,16.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,vancepeng,111.71.212.152,→,馬的垃圾滾回FB政黑好嗎 護航也護好一,111.71.212.152 12/01 13:00,Possible Proxy,16.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,vancepeng,111.71.212.152,→,點 要對得起你的薪水吧,111.71.212.152 12/01 13:00,Possible Proxy,16.0
M.1638326160.A.404,Re: [爆卦] 馬文鈺喪禮鬧場 高嘉瑜本人報警抓人,ch333,114.137.88.86,推,已備份,114.137.88.86 12/01 10:38,Not Anonymous,16.0
M.1638326766.A.615,[爆卦] 高嘉瑜：他有我的不雅照 包括跟前女友,llgod,111.71.215.241,推,http://i.imgur.com/Bl1IsYR.jpg,111.71.215.241 12/01 11:21,Not Anonymous,16.0
M.1638326886.A.BD3,[新聞] 快訊／高嘉瑜崩潰痛哭：若我不勇敢面對　,ch333,114.137.88.86,推,漂亮一招 贏了,114.137.88.86 12/01 10:50,Not Anonymous,16.0
M.1638326886.A.BD3,[新聞] 快訊／高嘉瑜崩潰痛哭：若我不勇敢面對　,sjfrnbu,42.76.222.158,→,鍾小平渴望的肉體被這樣對待  坐何感想?,42.76.222.158 12/01 10:55,Not Anonymous,16.0
M.1638326886.A.BD3,[新聞] 快訊／高嘉瑜崩潰痛哭：若我不勇敢面對　,sjfrnbu,42.76.222.158,→,鍾小平會怎麼想 吃不到卻被玩爛,42.76.222.158 12/01 11:16,Not Anonymous,16.0
M.1638327947.A.546,[新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,funkD,111.71.215.124,推,阿扁巴巴大俠 會喝酒 會外遇 還會打老婆,111.71.215.124 12/01 11:15,Not Anonymous,16.0
M.1638327947.A.546,[新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,believefate,111.71.214.66,推,難怪一堆乖乖的宅宅工程師沒女友,111.71.214.66 12/01 11:15,Not Anonymous,16.0
M.1638328560.A.833,Re: [新聞] 高嘉瑜前男友駁鬧靈堂　發聲明：窮盡所,funkD,111.71.215.124,推,網軍真可怕 各種帶風向,111.71.215.124 12/01 11:25,Not Anonymous,16.0
M.1638329725.A.75F,[新聞] 多圖／高嘉瑜遭男友林秉樞暴打「驚悚傷勢,sjfrnbu,42.76.222.158,→,鍾小平渴望的人被這樣對待  坐何感想?,42.76.222.158 12/01 11:37,Not Anonymous,16.0
M.1638329725.A.75F,[新聞] 多圖／高嘉瑜遭男友林秉樞暴打「驚悚傷勢,vancepeng,111.71.212.152,→,幹你娘打成這樣真的太扯了吧,111.71.212.152 12/01 11:43,Possible Proxy,16.0
M.1638329930.A.552,[新聞] 林秉樞道歉說他第一次打女人 高嘉瑜:當時,llgod,111.71.215.241,→,http://i.imgur.com/ILOk47U.jpg,111.71.215.241 12/01 12:02,Not Anonymous,16.0
M.1638330378.A.4EC,Re: [新聞] 快訊／高嘉瑜崩潰痛哭：若我不勇敢面對　,vancepeng,111.71.212.152,→,上色好綠餒,111.71.212.152 12/01 11:56,Possible Proxy,16.0
M.1638330378.A.4EC,Re: [新聞] 快訊／高嘉瑜崩潰痛哭：若我不勇敢面對　,bokonon,111.71.214.170,推,顏色正確 文長慎入,111.71.214.170 12/01 16:00,Possible Proxy,16.0
M.1638331707.A.58F,[新聞] 還原家暴遭勒脖當晚 高嘉瑜︰被打到不成,ch333,114.137.88.86,→,心疼+魚,114.137.88.86 12/01 12:31,Not Anonymous,16.0
M.1638336937.A.7E6,[新聞] 承認曾幫高嘉瑜男友向總統府要輓聯 范雲,ch333,114.137.88.86,→,低調譴責,114.137.88.86 12/01 14:01,Not Anonymous,16.0
M.1638337220.A.1FC,[新聞] 林秉樞終於坦承動粗 狡辯稱：高嘉瑜「先,haha98,111.71.212.103,推,講這個沒用啦 倒是他已經說出的關鍵字 他,111.71.212.103 12/01 13:42,Not Anonymous,16.0
M.1638337220.A.1FC,[新聞] 林秉樞終於坦承動粗 狡辯稱：高嘉瑜「先,haha98,111.71.212.103,→,有精神疾病 應該很穩,111.71.212.103 12/01 13:42,Not Anonymous,16.0
M.1638337220.A.1FC,[新聞] 林秉樞終於坦承動粗 狡辯稱：高嘉瑜「先,ch333,114.137.88.86,→,喔 原來如此,114.137.88.86 12/01 14:00,Not Anonymous,16.0
M.1638338488.A.569,[新聞] 網酸高嘉瑜為何不求助 王婉諭直指：你們,llgod,111.71.215.241,推,小孩被砍怪我？,111.71.215.241 12/01 14:13,Not Anonymous,16.0
M.1638344132.A.8D1,[新聞] 高嘉瑜飯店內遭施暴 陳時中籲目睹者應通,llgod,111.71.215.241,→,關他屁事？,111.71.215.241 12/01 15:37,Not Anonymous,16.0
M.1638349161.A.EBA,[新聞] 傻眼！高嘉瑜遭家暴 黃安酸「有前途的政,haha98,140.109.23.25,推,黃安應該是噗浪或政黑來的 言論很像 hehe,140.109.23.25 12/01 17:59,Not Anonymous,16.0
M.1638350517.A.803,[新聞] 高嘉瑜遭痛毆　坦承有傳不雅照「他要求我,believefate,111.71.214.66,推,玩很大喔....,111.71.214.66 12/01 17:29,Not Anonymous,16.0
M.1638350517.A.803,[新聞] 高嘉瑜遭痛毆　坦承有傳不雅照「他要求我,Noobungas,111.71.212.25,噓,阿姨是什麼罩杯？,111.71.212.25 12/01 17:29,Not Anonymous,16.0
M.1638353261.A.82C,[新聞] 中央委員黃覲偉稱高嘉瑜被打活該 國民黨,m4365,114.136.130.118,→,這局是不是佈很久了？,114.136.130.118 12/01 18:10,Not Anonymous,16.0
M.1638357037.A.FD5,Re: [新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,llgod,111.71.215.241,推,http://i.imgur.com/q7s24OZ.jpg,111.71.215.241 12/01 20:07,Not Anonymous,16.0
