article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,iversones,180.217.39.215,噓,國民黨就是這副德性 扶不起的阿斗啦,180.217.39.215 11/30 22:39,Not Anonymous,6.0
M.1638264596.A.7D2,[新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,iversones,180.217.39.215,→,哈哈哈 國民黨應該要消失的,180.217.39.215 11/30 22:39,Not Anonymous,6.0
M.1638267183.A.91F,Re: [新聞] 高嘉瑜遭男友施暴 國民黨中央黨員：被打,s820912gmail,101.10.13.78,推,不要講出真心話,101.10.13.78 11/30 18:13,Not Anonymous,6.0
M.1638267276.A.53A,[新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,s820912gmail,101.10.13.78,→,太浪漫了吧,101.10.13.78 11/30 18:15,Not Anonymous,6.0
M.1638267276.A.53A,[新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,lesnaree2,223.136.213.97,推,哇 該不會接下來還有強奸母豬,223.136.213.97 11/30 18:29,Not Anonymous,6.0
M.1638268634.A.4CB,[新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,lesnaree2,223.136.213.97,推,不知道要從何吐槽了,223.136.213.97 11/30 19:03,Not Anonymous,6.0
M.1638269468.A.657,[新聞] 超恐怖！高嘉瑜男友是慣犯　裸照逼前女,s820912gmail,101.10.13.78,推,原來甲魚喜歡這種,101.10.13.78 11/30 18:51,Not Anonymous,6.0
M.1638269468.A.657,[新聞] 超恐怖！高嘉瑜男友是慣犯　裸照逼前女,ThisisLongID,223.139.63.251,推,塔綠班本色,223.139.63.251 11/30 19:22,Not Anonymous,6.0
M.1638269779.A.894,Re: [新聞] 高嘉瑜男友太渣！啃老為錢囚禁老母逼下,todao,180.217.248.108,推,XD,180.217.248.108 11/30 19:16,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"外科醫生的手很寶貴的,打傷了就生涯over",1.200.125.220 11/30 19:51,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"更不用講,他老婆好啊....好的幹嘛打??",1.200.125.220 11/30 19:51,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"大男人又不一定非要靠拳頭,威嚴就夠了",1.200.125.220 11/30 19:52,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"只是,當初嗆人父權仇女,自己還更甚於此",1.200.125.220 11/30 19:53,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,直接用拳頭,1.200.125.220 11/30 19:54,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"不過根據過往經驗,這種人很會懺悔道歉",1.200.125.220 11/30 19:54,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"一定都是 ""我就是因為太愛你而打你""當",1.200.125.220 11/30 19:54,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,maniaque,1.200.125.220,→,"理由藉口,來洗腦女方離不開",1.200.125.220 11/30 19:55,Not Anonymous,6.0
M.1638270814.A.D6C,Re: [新聞] 被爆痛揍高嘉瑜 林秉樞過往評論曝光：嗆,ThisisLongID,223.139.63.251,推,笑死,223.139.63.251 11/30 20:51,Not Anonymous,6.0
M.1638271570.A.142,[新聞] 【高嘉瑜遭家暴】鄧佳華喊「我會保護妳,lolic,223.137.50.216,噓,嘔嘔嘔,223.137.50.216 11/30 19:28,Not Anonymous,6.0
M.1638284503.A.B90,[新聞] 高嘉瑜明天立院現身　勇敢面對！召開記者,xuein,49.158.193.77,推,高委員，加油啦～,49.158.193.77 11/30 23:16,Not Anonymous,6.0
M.1638314104.A.853,[新聞] 打到高嘉瑜全身傷　「男友老家整晚亮燈,s820912gmail,101.10.13.78,推,家暴拳王 李星,101.10.13.78 12/01 07:18,Not Anonymous,6.0
M.1638315364.A.C1D,Re: [新聞] 打到高嘉瑜全身傷　「男友老家整晚亮燈,lesnaree2,111.240.176.218,推,太扯了,111.240.176.218 12/01 08:02,Not Anonymous,6.0
M.1638323428.A.94E,[新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,lolic,223.137.50.216,噓,白癡,223.137.50.216 12/01 09:53,Not Anonymous,6.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,sheng612,122.116.15.135,→,話說PTT很多人當年參加某人婚禮.,122.116.15.135 12/01 10:34,Not Anonymous,6.0
M.1638325963.A.2A3,Re: [新聞] 高嘉瑜遭家暴！四叉貓驚：藍綠鐵粉解讀,sheng612,122.116.15.135,→,"婚禮都是大頭法官檢座大律師,結果未婚",122.116.15.135 12/01 10:35,Not Anonymous,6.0
M.1638327947.A.546,[新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,lolic,223.137.50.216,推,31歲 比嘉瑜年輕10歲,223.137.50.216 12/01 11:06,Not Anonymous,6.0
M.1638327947.A.546,[新聞] 新女友？高嘉瑜男友飯店被捕 1長髮女陪伴,LoveMakeLove,36.226.212.56,推,我也入黨了早怎麼沒有？,36.226.212.56 12/01 11:08,Not Anonymous,6.0
M.1638330378.A.4EC,Re: [新聞] 快訊／高嘉瑜崩潰痛哭：若我不勇敢面對　,ThisisLongID,223.139.63.251,推,笑死 也太大串,223.139.63.251 12/01 11:48,Not Anonymous,6.0
M.1638333880.A.4E0,Re: [爆卦] 高嘉瑜家暴事件沒說到的幕後花絮,giggstw,118.169.79.15,→,影片啊！快拿出來分享,118.169.79.15 12/01 14:15,Not Anonymous,6.0
M.1638336428.A.4D1,[新聞] 高嘉瑜遭家暴》黃國昌翻出加害人「舊案」,lesnaree2,223.136.92.112,→,社會安全網,223.136.92.112 12/01 13:35,Not Anonymous,6.0
M.1638336428.A.4D1,[新聞] 高嘉瑜遭家暴》黃國昌翻出加害人「舊案」,lesnaree2,223.136.92.112,→,司法對於犯人根本當做大爺在伺候,223.136.92.112 12/01 13:36,Not Anonymous,6.0
M.1638337220.A.1FC,[新聞] 林秉樞終於坦承動粗 狡辯稱：高嘉瑜「先,lolic,223.137.50.216,推,人渣,223.137.50.216 12/01 13:49,Not Anonymous,6.0
M.1638337220.A.1FC,[新聞] 林秉樞終於坦承動粗 狡辯稱：高嘉瑜「先,devidevi,203.77.48.47,噓,乾脆說高嘉瑜沒有支持高端好了,203.77.48.47 12/01 13:52,Not Anonymous,6.0
M.1638338415.A.E0A,[討論] 為什麼打高嘉瑜會被拘提,eddisontw,12/01,推,毆打國會議員 打成那樣 不用拘提? 司法已死?,12/01 14:01,no ip,6.0
M.1638338488.A.569,[新聞] 網酸高嘉瑜為何不求助 王婉諭直指：你們,s820912gmail,101.10.13.78,→,好了啦 綠燈,101.10.13.78 12/01 14:01,Not Anonymous,6.0
M.1638338488.A.569,[新聞] 網酸高嘉瑜為何不求助 王婉諭直指：你們,devidevi,203.77.48.47,噓,甘你屁事,203.77.48.47 12/01 14:10,Not Anonymous,6.0
M.1638338488.A.569,[新聞] 網酸高嘉瑜為何不求助 王婉諭直指：你們,lolic,223.137.50.216,噓,不知道欸 你小孩頭又不是我剁掉的,223.137.50.216 12/01 15:22,Not Anonymous,6.0
M.1638340859.A.29C,[新聞] 林秉樞痛毆高嘉瑜 政大說重話：不排除退,lolic,223.137.50.216,推,中指蕭畢業了沒啊,223.137.50.216 12/01 14:43,Not Anonymous,6.0
M.1638340859.A.29C,[新聞] 林秉樞痛毆高嘉瑜 政大說重話：不排除退,DCSHK,14.137.220.79,→,去中山就好了啊,14.137.220.79 12/01 15:26,Not Anonymous,6.0
M.1638344132.A.8D1,[新聞] 高嘉瑜飯店內遭施暴 陳時中籲目睹者應通,s820912gmail,101.10.13.78,推,乾你什麼事 必勝的事下檔了嗎,101.10.13.78 12/01 15:36,Not Anonymous,6.0
M.1638350517.A.803,[新聞] 高嘉瑜遭痛毆　坦承有傳不雅照「他要求我,s820912gmail,101.10.13.78,推,四十幾歲還好調皮喔,101.10.13.78 12/01 17:36,Not Anonymous,6.0
M.1638350517.A.803,[新聞] 高嘉瑜遭痛毆　坦承有傳不雅照「他要求我,lolic,223.137.50.216,推,好想看喔...,223.137.50.216 12/01 17:42,Not Anonymous,6.0
M.1638353261.A.82C,[新聞] 中央委員黃覲偉稱高嘉瑜被打活該 國民黨,lolic,223.137.50.216,→,還要研議,223.137.50.216 12/01 18:08,Not Anonymous,6.0
M.1638354950.A.D85,[新聞] 嗆高嘉瑜「被打活該」　國民黨中央委員,lolic,223.137.50.216,推,苗栗專出智障不意外,223.137.50.216 12/01 18:37,Not Anonymous,6.0
M.1638357027.A.4B0,[新聞] 高嘉瑜家暴案 林秉樞：高嘉瑜一直傳照片,lolic,223.137.50.216,→,好想看喔,223.137.50.216 12/01 19:13,Not Anonymous,6.0
M.1638359610.A.436,[新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,lolic,223.137.50.216,噓,垃圾蟑螂,223.137.50.216 12/01 19:57,Not Anonymous,6.0
M.1638360495.A.772,[新聞] 被施暴還手？高嘉瑜駁：林男力氣大只有,s820912gmail,101.10.13.78,推,好M,101.10.13.78 12/01 20:13,Not Anonymous,6.0
M.1638362674.A.703,Re: [新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,ThisisLongID,1.171.211.190,噓,笑死 大家都見識過萎風了還想帶風向,1.171.211.190 12/01 22:58,Not Anonymous,6.0
M.1638365787.A.175,Re: [新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,ThisisLongID,1.171.211.190,推,蟑螂的噁心永遠超出想像,1.171.211.190 12/01 23:11,Not Anonymous,6.0
M.1638365787.A.175,Re: [新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,v2266514,1.162.233.156,推,昆蟲學家是你,1.162.233.156 12/01 23:15,Not Anonymous,6.0
M.1638371420.A.9A2,[新聞] 超恐怖！高嘉瑜男友是慣犯  裸照逼前女,s820912gmail,49.216.50.232,→,瘋狂維尼,49.216.50.232 12/01 23:12,Not Anonymous,6.0
M.1638375010.A.FE6,[新聞] 洗白林秉樞狂黑高嘉瑜 發文者本尊遭起底,lolic,223.137.50.216,推,苦無智障出來啊,223.137.50.216 12/02 06:30,Not Anonymous,6.0
M.1638378631.A.F1E,Re: [新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,devidevi,203.77.48.47,推,前男友結婚了,203.77.48.47 12/02 01:11,Not Anonymous,6.0
M.1638378631.A.F1E,Re: [新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,devidevi,203.77.48.47,推,前男友就只是個工具人，但還好結婚了,203.77.48.47 12/02 01:12,Not Anonymous,6.0
M.1638378631.A.F1E,Re: [新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,devidevi,203.77.48.47,→,誰說交往多年就不能只是工具人,203.77.48.47 12/02 01:14,Not Anonymous,6.0
M.1638399036.A.D47,[新聞] 「豬狗不如」林秉樞暴打高嘉瑜　農委會主委也被問回應！愣數秒後祝福她,s820912gmail,106.1.225.126,推,幹話,106.1.225.126 12/02 06:51,Not Anonymous,6.0
M.1638399036.A.D47,[新聞] 「豬狗不如」林秉樞暴打高嘉瑜　農委會主委也被問回應！愣數秒後祝福她,lolic,223.137.50.216,推,嘉魚不是萊豬 謝謝,223.137.50.216 12/02 07:01,Not Anonymous,6.0
M.1638400512.A.D63,[新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,s820912gmail,49.216.50.232,→,高嘉瑜到底哪一黨的…,49.216.50.232 12/02 07:16,Not Anonymous,6.0
M.1638400512.A.D63,[新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,lesnaree2,114.136.165.180,推,網軍到被收押還是網軍 敬佩,114.136.165.180 12/02 07:45,Not Anonymous,6.0
M.1638406472.A.8B5,Re: [新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,lesnaree2,114.136.165.180,→,民進黨比他們爹娘還親,114.136.165.180 12/02 08:57,Not Anonymous,6.0
M.1638410744.A.BB9,[新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子才去,ThisisLongID,1.171.211.190,推,笑死，切得有夠爛,1.171.211.190 12/02 10:11,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,devidevi,203.77.48.47,噓,立委拉，不是議員,203.77.48.47 12/02 11:43,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,lolic,223.137.50.216,推,終於追上韓國了！！,223.137.50.216 12/02 11:44,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,LoveMakeLove,36.226.212.226,推,日韓大男人主義看到都自歎不如,36.226.212.226 12/02 12:00,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,LoveMakeLove,36.226.212.226,→,台灣人就是那種說別人八卦很強自己,36.226.212.226 12/02 12:02,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,LoveMakeLove,36.226.212.226,→,幹一堆偷拐搶騙的都不在意那種雞歪,36.226.212.226 12/02 12:02,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,LoveMakeLove,36.226.212.226,→,邊緣人,36.226.212.226 12/02 12:02,Not Anonymous,6.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,LoveMakeLove,36.226.212.226,→,難怪海外台灣人都不跟台灣人混,36.226.212.226 12/02 12:03,Not Anonymous,6.0
M.1638417760.A.491,Re: [新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,lolic,223.137.50.216,→,柯文哲叫他老婆擦地 可惡！！,223.137.50.216 12/02 12:03,Not Anonymous,6.0
M.1638423909.A.F4B,[新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,lesnaree2,111.240.176.218,→,只打頭就全身傷了 真是武學奇才,111.240.176.218 12/02 13:45,Not Anonymous,6.0
M.1638423909.A.F4B,[新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,lolic,223.137.50.216,推,就有窒息式性愛啊,223.137.50.216 12/02 13:45,Not Anonymous,6.0
M.1638423909.A.F4B,[新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,lesnaree2,111.240.176.218,→,不用deepfake就有高可以看了,111.240.176.218 12/02 13:46,Not Anonymous,6.0
M.1638423909.A.F4B,[新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,lesnaree2,111.240.176.218,→,把正妹幹到破皮,111.240.176.218 12/02 13:47,Not Anonymous,6.0
