article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638362961.A.1CF,[新聞] 朱立倫：「塔綠班」惡意攻擊高嘉瑜 蔡英,jnecoj,101.10.49.140,推,塔綠班好氣，踩到痛點嗎？,101.10.49.140 12/01 22:04,Not Anonymous,1.0
M.1638365787.A.175,Re: [新聞] 高嘉瑜遭施暴1450出動？　前男友「小馬」,lwswjs,49.216.177.153,推,朝聖,49.216.177.153 12/02 08:58,Not Anonymous,1.0
M.1638367881.A.1E7,[新聞] 曾捐兩萬給高嘉瑜 林秉樞政治獻金名單曝,kumori,123.194.15.245,→,能讓球證裁判都是他的人的人 竟然只捐一萬,123.194.15.245 12/01 22:23,Not Anonymous,1.0
M.1638374728.A.93B,[新聞] 高嘉瑜：剛交往時就被逼下跪 自責「覺得,Aequanimitas,36.224.30.164,推,笑死 真的活該 這樣還不分,36.224.30.164 12/02 00:46,Not Anonymous,1.0
M.1638375010.A.FE6,[新聞] 洗白林秉樞狂黑高嘉瑜 發文者本尊遭起底,jnecoj,101.10.49.140,噓,塔綠班還想抹我們李大為藍白蟑,101.10.49.140 12/02 00:59,Not Anonymous,1.0
M.1638375010.A.FE6,[新聞] 洗白林秉樞狂黑高嘉瑜 發文者本尊遭起底,lwswjs,49.216.177.153,推,柏璋出來打球啊,49.216.177.153 12/02 08:44,Not Anonymous,1.0
M.1638400512.A.D63,[新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,lwswjs,49.216.177.153,推,原來是英粉和蔻粉,49.216.177.153 12/02 08:34,Not Anonymous,1.0
M.1638400512.A.D63,[新聞] 林秉樞被收押再爆「高嘉瑜應該很開心啦,jnecoj,101.10.49.140,→,講出財富密碼了,101.10.49.140 12/02 11:21,Not Anonymous,1.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,joe199277,49.217.241.135,推,台男之光 對民意代表動拳第一人,49.217.241.135 12/02 12:02,Possible Proxy,1.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,jnecoj,101.10.49.140,推,小英外交政績+1,101.10.49.140 12/02 12:25,Not Anonymous,1.0
M.1638416465.A.9AF,[新聞] 高嘉瑜遭家暴登國際版面　南韓媒體報導、,Aequanimitas,60.251.61.53,→,南韓日常,60.251.61.53 12/02 12:36,Possible Proxy,1.0
M.1638423909.A.F4B,[新聞] 高嘉瑜全身是傷 林秉樞避重就輕：只有打,Nicoleya79,117.56.71.99,推,爛人噁心死了,117.56.71.99 12/02 15:49,Possible Proxy,1.0
M.1638424137.A.7D8,[新聞] 快訊／高嘉瑜遭施暴有還手？律師：林秉嘯,joe199277,49.217.241.135,推,幹有沒有還手不是重點吧==,49.217.241.135 12/02 14:09,Possible Proxy,1.0
M.1638426693.A.2C7,[新聞] 高嘉瑜私密影像被威脅散布 范雲籲盡速修,jamison,49.158.153.241,噓,可以先呼籲自己對3+11負責嗎,49.158.153.241 12/02 18:00,Not Anonymous,1.0
M.1638446717.A.3B9,[新聞] 高嘉瑜還原恐怖夜 被暴打、拖行「覺得快死了」,jnecoj,49.216.225.134,推,塔綠班幸災樂禍,49.216.225.134 12/02 20:32,Not Anonymous,1.0
M.1638447944.A.5CF,[新聞] 還原林秉樞暴怒起因　高嘉瑜：藥袋沒寫,jnecoj,49.216.225.134,推,塔綠班連家暴男都可以護航，喪心病狂,49.216.225.134 12/02 20:39,Not Anonymous,1.0
M.1638453991.A.A3E,[爆卦] 黃揚明:高嘉瑜被打前一天就被網軍恐嚇了,kumori,123.194.15.245,→,....這又是誰啦,123.194.15.245 12/02 22:43,Not Anonymous,1.0
M.1638453991.A.A3E,[爆卦] 黃揚明:高嘉瑜被打前一天就被網軍恐嚇了,asd00726,49.216.225.151,推,https://i.imgur.com/6kgAkvw.jpg,49.216.225.151 12/02 23:14,Possible Proxy,1.0
M.1638453991.A.A3E,[爆卦] 黃揚明:高嘉瑜被打前一天就被網軍恐嚇了,joe199277,49.217.241.135,推,怕,49.217.241.135 12/02 23:56,Possible Proxy,1.0
M.1638500507.A.4A0,[新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,jamison,223.139.237.254,推,現在流行自介嗎XD,223.139.237.254 12/03 14:39,Not Anonymous,1.0
M.1638501769.A.3DA,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,asd00726,49.216.225.151,推,https://i.imgur.com/QMeNJUe.jpg,49.216.225.151 12/03 12:53,Possible Proxy,1.0
M.1638537328.A.588,[新聞] 綠營人士：網軍玩過頭 高嘉瑜案外案派系,jamison,49.158.153.241,推,養太多狗了，所以吵架拉不開，台灣的悲哀,49.158.153.241 12/03 22:24,Not Anonymous,1.0
M.1638537328.A.588,[新聞] 綠營人士：網軍玩過頭 高嘉瑜案外案派系,asd00726,49.216.225.151,推,民進黨內鬥 黨主席沒料不意外,49.216.225.151 12/03 23:25,Possible Proxy,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,orz0912,114.37.96.191,推,好久沒看到大B哥了,114.37.96.191 12/03 22:17,Not Anonymous,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,jamison,49.158.153.241,推,B哥就是推，死亡擊落真的很可怕XD,49.158.153.241 12/03 22:51,Not Anonymous,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,liou0727,1.161.53.61,推,笑死,1.161.53.61 12/04 00:58,unknown,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,jnecoj,49.216.225.134,推,大b哥,49.216.225.134 12/04 02:41,Not Anonymous,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,kasn,110.26.222.21,推,讚,110.26.222.21 12/04 08:09,Not Anonymous,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,ceckyo,223.139.82.11,推,推～b哥,223.139.82.11 12/04 09:16,Not Anonymous,1.0
M.1638540206.A.0B5,Re: [新聞] 館長打臉林秉樞「裝熟約治喪」 公開對話：看高嘉瑜面子,jamison,223.139.237.254,推,坐等風向商人倒台時，B哥加油!,223.139.237.254 12/04 10:51,Not Anonymous,1.0
M.1638576751.A.2AE,[新聞] 「高嘉瑜私密片流出」連結LINE瘋傳！,jnecoj,49.216.225.134,推,塔綠班開始抹紅,49.216.225.134 12/04 10:03,Not Anonymous,1.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,jamison,49.158.153.241,推,跟現在的台灣風氣比起來，馬根本遠勝蔡,49.158.153.241 12/04 13:51,Not Anonymous,1.0
M.1638603181.A.91A,[新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,jnecoj,49.216.225.163,推,不愧是塔綠班,49.216.225.163 12/04 16:07,Possible Proxy,1.0
M.1638603181.A.91A,[新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,RichManIsMe,24.43.123.68,推,難怪司法正義永遠只是口號,24.43.123.68 12/04 18:09,Possible Proxy,1.0
M.1638605415.A.E15,[討論] 林秉樞是不是為了新潮流玩弄爆打高嘉瑜?,peter080808,12/04,推,感覺是,12/04 16:11,no ip,1.0
M.1638605415.A.E15,[討論] 林秉樞是不是為了新潮流玩弄爆打高嘉瑜?,peter080808,12/04,→,單純男女糾紛 會搞到強迫寫自白書指控其他人？,12/04 16:12,no ip,1.0
M.1638605415.A.E15,[討論] 林秉樞是不是為了新潮流玩弄爆打高嘉瑜?,peter080808,12/04,→,覺得他目的就是控制其他立委 不管用啥手段 感情綁,12/04 16:13,no ip,1.0
M.1638605415.A.E15,[討論] 林秉樞是不是為了新潮流玩弄爆打高嘉瑜?,peter080808,12/04,→,不住就用暴力強迫寫自白,12/04 16:13,no ip,1.0
M.1638605415.A.E15,[討論] 林秉樞是不是為了新潮流玩弄爆打高嘉瑜?,peter080808,12/04,→,如果後面真的是國安集團 這事情很嚴重 軍情單位控,12/04 16:14,no ip,1.0
M.1638605415.A.E15,[討論] 林秉樞是不是為了新潮流玩弄爆打高嘉瑜?,peter080808,12/04,→,制民意代表亂政事件欸,12/04 16:14,no ip,1.0
M.1638615989.A.F39,Re: [討論] 為啥小馬最後沒跟高嘉瑜結婚？,peter080808,12/04,噓,你想暗示啥?,12/04 19:41,no ip,1.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,knuckles1982,101.12.115.138,推,女權只有打柯文哲跑第一,101.12.115.138 12/04 19:38,unknown,1.0
M.1638617645.A.2A8,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,jnecoj,49.216.225.163,→,曲棍球、台南女兒，還有誰？,49.216.225.163 12/04 20:34,Possible Proxy,1.0
M.1638619970.A.6A8,Re: [新聞] 高嘉瑜遭暴打！被馬文鈺痛斥「惡魔的幫兇,jshi,114.34.196.214,噓,小馬我大哥!幹你欠噓,114.34.196.214 12/04 21:25,Not Anonymous,1.0
M.1638630143.A.F78,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,jnecoj,49.216.225.163,推,我覺得就跟比特犬失控咬人一樣,49.216.225.163 12/05 00:21,Possible Proxy,1.0
M.1638630143.A.F78,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,jnecoj,49.216.225.163,→,狗被養的太膨脹了，咬傷友軍,49.216.225.163 12/05 00:22,Possible Proxy,1.0
