article_id,title,user,ip,vote,content,ip_datetime,ip_state,group
M.1638424137.A.7D8,[新聞] 快訊／高嘉瑜遭施暴有還手？律師：林秉嘯,gotta,114.216.69.194,推,噁男欸 抵抗叫作還手 還手無效啦 男的有掉,114.216.69.194 12/02 15:32,Not Anonymous,2.0
M.1638442695.A.2D9,[討論] 高嘉瑜自拍性愛影片?大家做愛也會自拍嗎,mike0327,12/03,噓,網軍,12/03 02:18,no ip,2.0
M.1638453991.A.A3E,[爆卦] 黃揚明:高嘉瑜被打前一天就被網軍恐嚇了,sam70010,60.250.152.209,推,網軍被污名化XD，網軍本來就是貶義詞吧,60.250.152.209 12/02 23:03,Possibly Anonymous,2.0
M.1638460930.A.479,[新聞] 獨/抓到了!PTT網軍帶風向「高嘉瑜愛拍,sam70010,60.250.152.209,推,19樓是不是網軍同路人啊,60.250.152.209 12/03 00:40,Possibly Anonymous,2.0
M.1638462345.A.FBA,[新聞] 抓到了！PTT網軍帶風向「高嘉瑜愛拍性愛,mike0327,12/03,噓,公關公司被砍帳號後就學乖了，平常沒事的時候也會養養,12/03 02:09,no ip,2.0
M.1638462345.A.FBA,[新聞] 抓到了！PTT網軍帶風向「高嘉瑜愛拍性愛,mike0327,12/03,→,帳號發廢文或是相反立場的來掩蔽,12/03 02:09,no ip,2.0
M.1638489288.A.B8A,[新聞] 高嘉瑜遭網軍威脅證據！20天前湧「詭異,kile0520,49.95.94.124,推,真的要趕快查 感覺立委有料會被爆,49.95.94.124 12/03 11:01,Not Anonymous,2.0
M.1638498203.A.0AE,[新聞] 高嘉瑜遭施暴 陳時中喊話「暴力零容忍」,b3030,60.250.152.209,→,弄好311吧鬧,60.250.152.209 12/03 11:00,Possibly Anonymous,2.0
M.1638501769.A.3DA,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,nixon,117.136.39.229,噓,媒體本來就該為黨服務,117.136.39.229 12/03 11:29,Not Anonymous,2.0
M.1638503473.A.676,Re: [新聞] 高嘉瑜遭暴打…扯出網軍帶風向 何志偉怒,sam70010,60.250.152.229,推,自己養的蟑螂自己負責啦,60.250.152.229 12/03 12:02,Possibly Anonymous,2.0
M.1638540269.A.D06,[新聞] 高嘉瑜事件爆網軍案外案！蘇貞昌下令查辦,nixon,45.43.14.76,噓,不花錢被打成4%剛好,45.43.14.76 12/04 08:33,unknown,2.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,sam70010,60.250.152.229,推,網軍笑死人耶，馬英九講正確的話被罵翻,60.250.152.229 12/04 13:44,Possibly Anonymous,2.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,sam70010,60.250.152.229,→,，蔡小英裝死不說話反而沒事,60.250.152.229 12/04 13:44,Possibly Anonymous,2.0
M.1638590870.A.CA3,[新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,mliao,124.218.7.166,噓,結果繞過連戰,124.218.7.166 12/04 16:33,unknown,2.0
M.1638596409.A.EE0,Re: [新聞] 馬英九：痛恨打高嘉瑜的人、不容許這種,sam70010,60.250.152.229,推,6樓看完返校有覺得綠色恐怖很可怕嗎,60.250.152.229 12/04 14:33,Possibly Anonymous,2.0
M.1638603181.A.91A,[新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,sam70010,120.36.169.195,推,塔綠班=塔利班,120.36.169.195 12/04 23:47,Not Anonymous,2.0
M.1638603181.A.91A,[新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,evdict,123.252.92.6,噓,幹，樓上是在靠北三小，狗黨餘孽,123.252.92.6 12/05 01:50,Not Anonymous,2.0
M.1638612596.A.3B4,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,mike0327,219.91.6.199,→,台灣政壇現實往往比戲劇還扯，真難說不,219.91.6.199 12/04 21:07,Not Anonymous,2.0
M.1638612596.A.3B4,Re: [新聞] 高嘉瑜全身血被逼簽自白書！林秉樞錄下「,mike0327,219.91.6.199,→,可能,219.91.6.199 12/04 21:07,Not Anonymous,2.0
